fdc_id,amount,modifier,gram_weight
170980,1,oz,28.35
170980,1,jar,113
170981,1,oz,28.35
170981,1,jar,220
170982,1,tbsp,15
170982,1,oz,28.35
170982,1,jar,113
170982,1,jar Gerber Second Food (4 oz),113
170983,1,tbsp,15
170983,1,oz,28.35
170983,1,jar,113
170983,1,jar Gerber Second Food (4 oz),113
170983,1,jar Heinz Strained-2 (4.25 oz),120
170984,1,fl oz,31.2
170985,1,serving,189
170986,1,fl oz,30.8
170987,1,oz,31
170987,1,container,113
170988,1,scoop,8.7
170989,1,container,170
170990,1,tbsp,16
170990,1,container,69
170991,1,fl oz,29.2
170992,1,scoop,9
170993,1,fl oz,29.2
170994,1,fl oz,30.5
170994,5,fl oz,152
170995,1,fl oz,30.4
170995,5,fl oz,152
170996,1,fl oz,30.4
170996,5,fl oz,152
170997,1,fl oz,30.4
170997,5,fl oz,152
170998,1,bottle,140
170999,1,packet,99
171000,3,tbsp,16
171001,4,biscuit,8
171002,1,tbsp,15
171003,1,tbsp,16
171004,1,tbsp,16
171005,1,tbsp,15
171005,1,cup,245
171005,1,serving (2 tbsp),30
171006,1,tablespoon,15
171006,1,cup,245
171007,1,tablespoon,16
171007,1,cup,260
171008,1,tablespoon,15
171008,1,cup,245
171008,1,serving (2 tbsp),15
171009,1,tbsp,13.8
171009,1,cup,220
171009,1,packet,10
171010,1,tablespoon,13.8
171010,1,cup,220
171011,1,tbsp,12.8
171011,1,cup,205
171012,1,tbsp,13.6
171012,1,cup,218
171012,1,tsp,4.5
171013,1,tablespoon,13.6
171013,1,cup,218
171013,1,tsp,4.5
171014,1,tsp,4.5
171014,1,tablespoon,13.6
171014,1,cup,218
171015,1,tbsp,13.6
171015,1,cup,216
171015,1,tsp,4.5
171016,1,tablespoon,13.6
171016,1,cup,218
171016,1,tsp,4.5
171017,1,tbsp,13.6
171017,1,cup,218
171017,1,tsp,4.5
171018,1,tsp,4.7
171018,1,stick,113
171019,1,tbsp,14.7
171019,1,cup,235
171020,1,tablespoon,15
171021,1,tablespoon,16
171021,1,cup,260
171022,1,tablespoon,14.7
171022,1,cup,235
171023,1,tablespoon,15
171023,1,cup,240
171024,1,tablespoon,13.6
171024,1,cup,218
171024,1,tsp,4.5
171025,1,tbsp,13.6
171025,1,cup,218
171025,1,tsp,4.5
171026,1,tbsp,13.6
171026,1,cup,218
171026,1,tsp,4.5
171027,1,tablespoon,13.6
171027,1,cup,218
171027,1,tsp,4.5
171028,1,tablespoon,13.6
171028,1,cup,218
171028,1,tsp,4.5
171029,1,tbsp,13.6
171029,1,cup,218
171029,1,tsp,4.5
171030,1,tbsp,13.6
171030,1,cup,218
171030,1,tsp,4.5
171031,1,tablespoon,13.6
171031,1,cup,218
171031,1,tsp,4.5
171032,1,tablespoon,13.6
171032,1,cup,218
171032,1,tsp,4.5
171033,1,tbsp,14
171034,2,tbsp (1 serving),30
171035,1,tablespoon (1 NLEA serving),14
171036,1,serving (approximately 10 sprays),8
171037,1,tbsp (1 NLEA serving),14
171038,1,tbsp,14
171038,1,cup,229
171038,1,teaspoon,4.8
171039,1,tbsp,14
171039,1,cup,229
171039,1,teaspoon,4.8
171040,1,tbsp,14
171040,1,cup,229
171040,1,teaspoon,4.8
171041,1,tbsp,14
171042,1,tablespoon,14
171042,1,cup,218
171042,1,teaspoon,4.5
171043,2,tbsp,30
171044,2,tbsp,33
171045,2,tbsp (1 NLEA serving),34
171046,2,tbsp (1 NLEA serving),30
171047,3,oz,85
171047,1,chicken,1046
171048,3,oz,85
171048,1,unit (yield from 1 lb ready-to-cook chicken),308
171048,1,chicken,1028
171049,3,oz,85
171049,1,unit (yield from 1 lb ready-to-cook chicken),212
171049,1,chicken,708
171050,3,oz,85
171050,1,unit (yield from 1 lb ready-to-cook chicken),205
171050,1,chicken,682
171051,1,"cup, chopped or diced",140
171051,1,unit (yield from 1 lb ready-to-cook chicken),200
171051,0.5,"chicken, bone removed",334
171052,4,oz,113
171052,1,unit (yield from 1 lb ready-to-cook chicken),197
171052,0.5,"chicken, bone and skin removed",329
171053,1,"cup, chopped or diced",140
171053,1,unit (yield from 1 lb ready-to-cook chicken),155
171053,0.5,"chicken, bone and skin removed",258
171054,1,"cup, chopped or diced",140
171054,1,tbsp,8.7
171054,1,unit (yield from 1 lb ready-to-cook chicken),146
171055,1,unit (yield from 1 lb ready-to-cook chicken),34
171055,0.5,"chicken, skin only",56
171056,3,oz,85
171056,0.5,unit (yield from 1 lb ready-to-cook chicken),44
171056,0,"chicken, skin only",72
171057,1,unit (yield from 1 lb ready-to-cook chicken),23
171057,1,giblets,75
171058,1,"cup, chopped or diced",145
171058,1,unit (yield from 1 lb ready-to-cook chicken),13
171059,1,"cup, chopped or diced",145
171059,1,unit (yield from 1 lb ready-to-cook chicken),1
171060,4,oz,113
171060,1,liver,44
171061,3,oz,85
171061,1,liver,44
171062,4,oz,113
171062,0.5,unit (yield from 1 lb ready-to-cook chicken),116
171062,0,"chicken, bone removed",194
171063,3,oz,85
171063,1,unit (yield from 1 lb ready-to-cook chicken),167
171063,0.5,"chicken, bone removed",278
171064,1,unit (yield from 1 lb ready-to-cook chicken),110
171064,0.5,"chicken, bone removed",184
171065,1,unit (yield from 1 lb ready-to-cook chicken),101
171065,0.5,"chicken, bone removed",167
171066,1,unit (yield from 1 lb ready-to-cook chicken),110
171066,0.5,"chicken, bone removed",184
171067,1,unit (yield from 1 lb ready-to-cook chicken),109
171067,0.5,"chicken, bone and skin removed",182
171068,1,cup,140
171068,1,unit (yield from 1 lb ready-to-cook chicken),91
171069,1,"cup, chopped or diced",140
171069,1,unit (yield from 1 lb ready-to-cook chicken),81
171069,0.5,"chicken, bone and skin removed",136
171070,1,"cup, chopped or diced",140
171070,1,unit (yield from 1 lb ready-to-cook chicken),86
171070,0.5,"chicken, bone and skin removed",143
171071,1,unit (yield from 1 lb ready-to-cook chicken),32
171071,0.5,"back, bone removed",53
171072,3,oz,85
171072,1,unit (yield from 1 lb ready-to-cook chicken),36
171072,1,"cup, chopped or diced",160
171073,4,oz,113
171073,0.5,unit (yield from 1 lb ready-to-cook chicken),31
171073,0,"back, bone and skin removed",51
171074,1,unit (yield from 1 lb ready-to-cook chicken),35
171074,0.5,"back, bone and skin removed",58
171075,1,"cup, chopped or diced",140
171075,1,unit (yield from 1 lb ready-to-cook chicken),58
171075,0.5,"breast, bone removed",98
171076,1,"cup, chopped or diced",140
171076,1,unit (yield from 1 lb ready-to-cook chicken),66
171076,0.5,"breast, bone removed",110
171077,4,oz,113
171077,1,piece,272
171077,1,package,926
171078,1,unit (yield from 1 lb ready-to-cook chicken),52
171078,0.5,"breast, bone and skin removed",86
171079,1,unit (yield from 1 lb ready-to-cook squab),251
171079,1,squab,168
171080,1,"breast, bone removed",101
171080,1,unit (yield from 1 lb ready-to-cook squab),151
171081,4,oz,113
171081,1,bird,5002
171082,3,oz,85
171083,4,oz,113
171083,1,giblets,157
171084,3,oz,85
171084,1,giblets,95
171085,4,oz,113
171085,1,raw gizzard,63
171086,1,oz,28.35
171086,1,lb,453
171087,3,oz,85
171088,4,oz,113
171088,1,lb,453
171089,3,oz,85
171090,4,oz,113
171090,1,serving,85
171091,3,oz,85
171092,1,"cup, chopped or diced",140
171092,0.5,"back, bone removed",262
171092,1,unit (yield from 1 lb ready-to-cook turkey),34
171093,1,unit (yield from 1 lb ready-to-cook turkey),146
171093,0.5,"breast, bone removed",1132
171094,3,oz,85
171094,1,unit (yield from 1 lb ready-to-cook turkey),24
171094,1,"wing, bone removed",186
171095,3,oz,85
171095,0.5,"turkey, bone removed",808
171095,1,unit (yield from 1 lb ready-to-cook turkey),229
171096,4,oz,113
171096,1,back,1124
171097,3,oz,85
171097,1,back,911
171098,4,oz,113
171098,1,breast,1769
171099,3,oz,85
171099,1,can (5 oz),142
171100,1,tbsp,13
171100,1,oz,28.35
171101,3,oz,85
171101,1,"cup, drained",135
171101,1,can (5 oz),142
171101,1,can (5 oz) yields,125
171102,1,oz,28.35
171102,0.5,lb,227
171103,1,stick (2.25 oz),64
171104,0.5,lb,227
171105,0.5,lb,227
171106,0.5,lb,227
171107,3,oz,85
171107,0.5,bird,129
171107,1,bird whole,257
171108,3,oz,85
171108,0.5,bird,120
171108,1,bird whole,239
171109,3,oz,85
171109,0.5,bird,110
171109,1,bird whole,220
171110,3,oz,85
171110,1,cup,205
171110,1,can (5 oz) yields,125
171111,3,oz,85
171111,1,piece,29
171111,1,serving,86
171112,1,"leg, bone removed (yield after cooking)",92
171112,1,unit (yield from 1 lb ready-to-cook duck),43
171112,3,oz,85
171113,3,oz,85
171113,1,"cup chopped or diced, cooked",174
171113,1,unit (yield from 1 lb ready-to-cook duck),35
171113,1,"leg, bone and skin removed",75
171114,3,oz,85
171114,1,drumstick,71
171115,3,oz,85
171115,1,serving,96
171116,4,oz crumbled,113
171117,3,oz crumbled,85
171118,3,oz,85
171118,1,thigh,95
171119,3,oz,85
171119,1,lb,453.6
171120,1,thigh,89
171120,1,serving (3 oz),85
171120,1,oz,28.35
171121,1,wing,53
171121,1,serving (3 oz),85
171121,1,oz,28.35
171122,1,back,102
171122,1,serving (3 oz),85
171122,1,oz,28.35
171123,1,serving (3 oz),85
171123,1,oz,28.35
171123,1,breast,343
171124,3,oz,85
171124,1,back,182
171125,3,oz,85
171125,1,breast,384
171126,3,oz,85
171126,1,drumstick,71
171127,3,oz,85
171127,1,thigh,95
171128,3,oz,85
171128,1,drumstick,217
171129,4,oz,113
171129,1,thigh,424
171130,4,oz,113
171130,1,breast,1171
171131,3,oz,85
171131,1,thigh,327
171132,3,oz,85
171132,1,wing,518
171133,3,oz,85
171133,1,wing,375
171134,4,oz,113
171134,1,drumstick,356
171135,3,oz,85
171135,1,drumstick,275
171136,4,oz,113
171136,1,drumstick,337
171137,3,oz,85
171137,1,thigh,348
171138,4,oz,113
171138,1,back,1245
171139,3,oz,85
171139,1,back,949
171140,3,oz,85
171140,1,piece,181
171141,1,cup (8 fl oz),257
171141,1,"can (11 oz), undiluted",312
171142,0.5,cup,130
171142,1,can 11.5 oz,326
171143,1,cup (8 fl oz),263
171143,1,can (11.25 oz),319
171144,1,cup (8 fl oz),243
171144,1,can (19.25 oz),546
171145,1,cup,245
171146,0.5,cup (4 fl oz),126
171146,1,can (10.75 oz),305
171147,0.5,cup (4 fl oz),126
171147,1,can (10.75 oz),305
171148,1,can,530
171148,1,cup,243
171149,0.5,cup,121
171149,1,can (10.7 oz),303
171150,1,cup (8 fl oz),263
171150,1,can (11.25 oz),319
171151,1,cup (8 fl oz),240
171151,1,can (19 oz),539
171152,0.5,cup (4 fl oz),126
171152,1,can (10.75 oz),305
171153,0.5,cup (4 fl oz),123
171153,1,can (10.5 oz),298
171154,0.5,cup (4 fl oz),126
171154,1,can (10.75 oz),305
171155,0.5,cup,126
171156,0.5,cup (4 fl oz),126
171156,1,can (10.75 oz),305
171157,0.5,cup (4 fl oz),135
171157,1,can (11.5 oz),326
171158,0.5,cup,124
171159,0.5,cup,126
171159,1,can,305
171160,1,cup (8 fl oz),251
171160,1,can (10.75 oz),305
171161,0.5,cup,126
171161,1,can (10.5 oz),298
171162,1,cup,245
171162,1,can (19 oz),539
171163,0.5,cup,126
171163,1,can (10.75 oz),305
171164,0.5,cup,123
171164,1,can (10.5 oz),298
171165,1,serving 1 tbsp,7.5
171165,1,packet,39
171166,1,packet,18
171167,1,tbsp,18
171167,1,fl oz,36
171167,1,cup,288
171168,0.25,cup,59
171168,1,can,298
171169,1,tsp,3
171170,1,cup,238
171170,1,can,298
171171,1,cup (8 fl oz),21
171172,1,cup (8 fl oz),24
171173,1,serving,6.7
171174,0.5,cup,103
171175,0.5,cup (4 fl oz),126
171175,1,can (10.75 oz),305
171176,1,serving 1 cup,248
171176,1,fl oz,31
171177,1,package without flavor packet,81
171177,1,packet,5.8
171178,1,serving 1/2 cup,121
171178,1,can 10.7 oz (10.75 oz),303
171179,1,cup,213
171179,1,can 14.5 oz,413
171179,1,carton 32 oz,925
171180,1,cup,220
171180,1,carton 32 oz,928
171181,10,oz 1 pouch,283
171182,10,oz 1 pouch,283
171183,10,oz 1 pouch,283
171184,10,oz 1 pouch,283
171185,0.25,cup,60
171186,1,tsp,6.5
171187,1,tsp,6.9
171188,1,tsp,6.2
171189,1,serving,292
171189,1,package yields,292
171190,1,cup,250
171190,1,can,528
171191,0.25,cup,63
171192,1,serving 1/2 cup,132
171193,4,oz,113
171193,1,piece,429
171194,4,oz,113
171194,1,piece,340
171195,4,oz,113
171195,1,piece,331
171196,3,oz,85
171196,1,steak,307
171197,3,oz,85
171197,1,steak,309
171198,3,oz,85
171198,1,roast,793
171199,3,oz,85
171199,1,roast,779
171200,3,oz,85
171200,1,roast,787
171201,3,oz,85
171201,1,steak,141
171202,4,oz,113
171202,1,steak,198
171203,3,oz,85
171203,1,lb,453.6
171204,3,oz,85
171205,3,oz,85
171206,4,oz,113
171207,3,oz,85
171208,3,oz,85
171209,3,oz,85
171209,1,steak,291
171210,3,oz,85
171210,1,roast,2044
171211,3,oz,85
171211,1,steak,356
171212,3,oz,85
171212,1,steak,349
171213,4,oz,113
171213,1,steak,473
171214,4,oz,113
171214,1,steak,483
171215,3,oz,85
171215,1,roast,586
171216,3,oz,85
171216,1,roast,645
171217,3,oz,85
171217,1,steak,449
171218,3,oz,85
171218,1,steak,445
171219,3,oz,85
171219,1,steak,454
171220,4,oz,113
171220,1,steak,204
171221,4,oz,113
171221,1,steak,191
171222,3,oz,85
171222,1,piece,289
171223,3,oz,85
171223,1,piece,272
171224,3,oz,85
171224,1,roast,787
171225,3,oz,85
171225,1,roast,793
171226,3,oz,85
171226,1,roast,779
171227,3,oz,85
171227,1,piece,227
171228,3,oz,85
171228,1,steak,308
171229,3,oz,85
171229,1,steak,307
171230,3,oz,85
171230,1,steak,309
171231,4,oz,113
171231,1,steak,384
171232,3,oz,85
171232,1,steak,281
171233,3,oz,85
171233,1,steak,306
171234,4,oz,113
171234,1,steak,462
171234,1,roast,2627
171235,4,oz,113
171235,1,steak,456
171235,1,roast,2674
171236,3,oz,85
171236,1,steak,381
171237,3,oz,85
171237,1,steak,378
171238,3,oz,85
171238,1,steak,385
171239,3,oz,85
171239,1,roast,1601
171240,1,oz,28.35
171240,1,package (8 oz),227
171241,1,oz,28.35
171241,1,package (7 oz),198
171242,1,oz,28.35
171242,1,slice (1 oz),28
171242,1,cubic inch,15
171242,1,"cup, diced",132
171242,1,"cup, shredded",108
171242,1,package (6 oz),170
171243,1,cup,134
171243,1,oz,28.35
171243,1,cubic inch,18
171243,1,box,113
171243,1,package (8 oz),227
171244,1,"cup, diced",132
171244,1,"cup, shredded",113
171244,1,oz,28.35
171244,1,cubic inch,18
171244,1,slice (1 oz),28
171245,1,"cup, diced",132
171245,1,"cup, shredded",113
171245,1,oz,28.35
171245,1,cubic inch,18
171245,1,slice (1 oz),28
171245,1,package (6 oz),170
171246,1,oz,28.35
171246,1,package (3 oz),85
171247,1,cup,100
171247,1,tbsp,5
171247,1,oz,28.35
171248,0.5,cup,124
171248,1,oz,28.35
171248,1,cup,246
171249,1,oz,28.35
171249,5,package (5 oz),142
171250,1,oz,28.35
171250,1,package (3 oz),85
171251,1,"cup, diced",132
171251,1,"cup, melted",244
171251,1,"cup, shredded",108
171251,1,oz,28.35
171251,1,cubic inch,15
171251,1,slice (1 oz),28
171252,1,cup,113
171252,1,oz,28.35
171252,1,slice (3/4 oz),21
171252,1,package (8 oz),227
171253,1,oz,28.35
171253,1,package (8 oz),227
171254,1,"cup, diced",140
171254,1,cup,244
171254,1,jar (5 oz),128
171254,1,cubic inch,18
171254,1,jar (5 oz),142
171254,1,slice,34
171254,1,"slice, thin",14
171255,1,fl oz,30.2
171255,1,tbsp,15
171255,1,cup,242
171255,1,"container, individual (.5 fl oz)",15
171256,1,tbsp,15
171256,1,cup,242
171257,1,tbsp,12
171257,1,cup,230
171258,1,cup,254
171258,1,fl oz,31.8
171258,1,quart,1016
171259,1,tbsp,12
171259,1,cup,235
171261,1,"container, individual",15
171261,1,fl oz,30
171261,1,cup,240
171261,0.5,cup,120
171262,1,"container, individual",15
171262,0.5,cup,120
171263,1,cup,94
171263,1,tsp,2
171263,1,packet,3
171264,1,cup,244
171264,1,quart,976
171265,1,cup,244
171265,1,fl oz,30.5
171265,1,tbsp,15
171265,1,quart,976
171266,1,cup,244
171266,1,quart,976
171267,1,cup,244
171267,1,fl oz,30.5
171267,1,quart,976
171268,1,cup,246
171268,1,quart,984
171269,1,cup,245
171269,1,fl oz,30.6
171269,1,quart,980
171270,1,cup,245
171270,1,fl oz,30.6
171270,1,quart,980
171271,1,cup,246
171271,1,quart,984
171272,1,cup,68
171272,1,envelope (1-1/3 cup),91
171272,0.33,cup (makes 1 cup reconstituted milk),23
171273,1,oz,28.35
171273,0.25,lb,113
171274,0.25,cup,30
171274,1,cup,120
171274,1,tbsp,6.5
171275,1,fl oz,38.2
171275,1,cup,306
171276,1,fl oz,31.5
171276,1,cup,252
171276,1,can (13 oz),369
171276,0.5,cup,126
171277,1,cup,250
171277,1,fl oz,31.2
171278,1,fl oz,30.5
171278,1,cup,244
171278,1,quart,976
171279,1,fl oz,30.8
171279,1,cup,246
171280,1,cup,244
171280,1,quart,976
171281,1,cup,57
171281,1,tbsp,2.9
171282,1,cup,246
171282,1,quart,984
171283,1,cup,145
171283,1,tbsp,7.5
171284,1,container (6 oz),170
171284,1,container (8 oz),227
171284,0.5,container (4 oz),113
171284,1,cup (8 fl oz),245
171285,1,container (6 oz),170
171285,1,cup (8 fl oz),245
171285,1,container (8 oz),227
171285,1,"container, Dannon Sprinkl'ins (4.1 oz)",116
171285,0.5,container (4 oz),113
171286,1,container (6 oz),170
171286,0.5,container (4 oz),113
171286,1,container (8 oz),227
171287,1,large,50
171287,1,extra large,56
171287,1,jumbo,63
171287,1,cup (4.86 large eggs),243
171287,1,medium,44
171287,1,small,38
171288,0.25,cup shredded,28
171289,1,slice (2/3 oz),19
171289,1,slice (3/4 oz),21
171290,1,oz,28.35
171290,1,slice (3/4 oz),21
171290,1,slice (1 oz),28
171290,1,cubic inch,18
171290,1,"cup, diced",140
171290,1,"cup, shredded",113
171290,1,"cup, melted",244
171291,1,cup,113
171291,1,oz,28.35
171291,1,slice (3/4 oz),21
171291,1,package (8 oz),227
171292,1,slice,21
171293,1,medium,298
171294,26,pieces,95
171295,1,serving,28
171296,5.3,oz,150
171297,5.3,oz,150
171298,5.3,oz,150
171299,5.3,oz,150
171300,1,container (5.3 oz),150
171300,1,cup (8 fl oz),245
171300,1,container (6 oz),170
171300,1,container (8 oz),227
171300,1,"container, Dannon Sprinkl'ins (4.1 oz)",116
171300,0,container (4 oz),113
171301,1,cup,247
171301,1,bottle,989
171302,1,cup,252
171302,1,fl oz,31.5
171302,1,can (13 oz),369
171302,0.5,cup,126
171303,1,cup,250
171303,1,fl oz,31.2
171303,1,quart,1000
171315,1,tsp,1.9
171315,1,tbsp,6
171316,1,"tsp, whole",2.1
171316,1,"tbsp, whole",6.7
171317,1,"tsp, leaves",0.7
171317,1,"tbsp, leaves",2.1
171317,1,"tsp, ground",1.4
171317,1,"tbsp, ground",4.5
171318,1,tsp,0.6
171318,1,tbsp,1.9
171319,1,tsp,2.7
171319,1,tbsp,8
171320,1,tsp,2.6
171320,1,tbsp,7.8
171321,1,tsp,2.1
171321,1,tbsp,6.5
171322,1,tsp,1
171322,1,tbsp,3.1
171323,1,"tsp, whole",2
171323,1,"tbsp, whole",5.8
171324,1,tsp,3.7
171324,1,tbsp,11.1
171325,1,tsp,3.1
171325,1,tbsp,9.7
171326,1,tsp,2.2
171326,1,tbsp,7
171327,1,tsp,2.4
171327,1,tbsp,6.9
171328,1,"tsp, leaves",1
171328,1,"tsp, ground",1.8
171329,1,tsp,2.3
171329,1,tbsp,6.8
171330,1,tsp,2.8
171330,1,tbsp,8.8
171331,1,tsp,1.5
171331,1,tbsp,4.4
171332,1,tsp,1.7
171332,1,tbsp,5.6
171333,1,tsp,1.2
171333,1,tbsp,3.3
171334,1,cup,240
171334,1,tbsp,15
171334,1,oz,28.35
171334,1,jar,170
171334,1,jar Heinz Junior-3 (6 oz),170
171335,1,tbsp,15
171335,1,oz,28.35
171335,1,jar,113
171335,1,jar Gerber Second Food (4 oz),113
171335,1,jar Heinz Strained-2 (4.25 oz),120
171336,1,tbsp,17
171336,1,oz,28.35
171336,1,jar,95
171336,1,container,67
171337,1,tbsp,17
171337,1,oz,28.35
171337,1,jar,95
171337,1,container,67
171338,1,tbsp,16
171338,1,oz,28.35
171338,1,jar,113
171338,1,jar Beech-Nut Baby's First (2.5 oz),71
171338,1,jar Beech-Nut Stage I (4 oz),113
171338,1,jar Gerber First Foods (2.5 oz),71
171338,1,jar Earth's Best (4.5 oz),113
171338,1,jar Gerber Second Food (4 oz),113
171338,1,jar Heinz Strained-2 (4 oz),113
171338,1,jar Heinz Beginner-1 (2.5 oz),71
171339,1,oz,28.35
171339,1,jar,170
171340,1,tbsp,15
171340,1,jar Gerber First Foods (2.5 oz),71
171341,1,tbsp,15
171341,1,oz,28.35
171341,1,"jar, Gerber (4 oz)",113
171341,1,jar,113
171342,1,oz,28.35
171342,1,jar Gerber,128
171343,1,oz,28.35
171343,1,jar,113
171344,1,oz,28.35
171344,1,jar,170
171345,1,oz,28.35
171345,1,jar,113
171346,1,oz,28.35
171346,1,jar,170
171347,1,tbsp,16
171347,1,oz,28.35
171347,1,jar,170
171347,1,jar Gerber Third Foods (6 oz),170
171348,1,oz,28.35
171348,1,jar,113
171349,1,oz,28.35
171349,1,jar Gerber,128
171350,1,oz,28.35
171350,1,jar,113
171351,1,fl oz,31.2
171351,1,bottle Earth's Best (4.2 fl oz),131
171351,1,bottle Heinz Strained (4 fl oz),125
171351,1,bottle NFS,125
171351,1,bottle Beech-Nut Stage 2 (4 fl oz),125
171351,1,bottle Gerber Second Foods (4 fl oz),125
171352,1,fl oz,31.2
171352,1,jar,127
171353,1,fl oz,31.2
171353,1,jar,127
171353,1,bottle (4 fl oz),125
171354,1,fl oz,31.2
171354,1,jar,127
171354,1,bottle Heinz Strained (4 fl oz),125
171354,1,bottle Gerber Second Foods (4 fl oz),125
171354,1,bottle Beech-Nut Stage 3 (4 fl oz),125
171355,1,fl oz,31.2
171355,1,jar,127
171356,1,fl oz,31.2
171356,1,jar,127
171357,1,fl oz,31.2
171357,1,jar,127
171357,1,bottle (4 fl oz),125
171358,1,tbsp,2.4
171358,0.5,oz,15
171359,0.5,oz,15
171360,1,tbsp,3.2
171360,0.5,oz,15
171360,0.25,cup,12.2
171360,1,box,223
171361,1,serving,15
171361,0.5,oz,15
171361,1,tbsp,2.5
171362,1,oz,28.35
171362,1,jar,113
171363,1,oz,28.35
171363,1,jar,170
171364,1,oz,28.35
171364,1,jar,170
171365,1,oz,28.35
171365,1,jar,113
171366,1,oz,28.35
171366,1,jar,170
171367,1,tbsp,5.3
171367,1,packet (.75 oz),21
171368,1,cookie,8
171369,1,oz,28.35
171369,1,cookie,5
171370,1,oz,28.35
171370,1,pretzel,6
171371,1,oz,28.35
171371,1,biscuit,7
171371,1,biscuit,7
171372,1,oz,28.35
171372,1,piece,7
171372,1,rusk,10
171372,1,"toast, Gerber Zwieback",7
171373,1,oz,28.35
171373,1,jar,170
171374,1,oz,28.35
171374,1,jar,113
171375,1,tbsp,15
171375,1,oz,28.35
171375,1,jar,113
171375,1,jar Gerber Second Food (4 oz),113
171375,1,jar Heinz Strained-2 (4 oz),113
171376,1,tbsp,15
171376,1,oz,28.35
171376,1,jar,220
171376,1,jar Gerber Third Foods (6 oz),170
171377,1,tbsp,15
171377,1,oz,28.35
171377,1,jar,170
171377,1,jar Gerber Third Foods (6 oz),170
171377,1,jar Heinz Junior-3 (6 oz),170
171378,1,oz,28.35
171378,1,jar,113
171379,1,cup,229
171379,1,tbsp,14
171379,1,oz,28.35
171379,1,jar,113
171379,1,jar Gerber Second Food (4 oz),113
171379,1,jar Beech-Nut Stage 2 (4 oz),113
171379,1,jar Heinz Strained-2 (4 oz),113
171380,1,cup,229
171380,1,tbsp,14
171380,1,oz,28.35
171380,1,jar,170
171380,1,jar Beech-Nut Stage 3 (6 oz),170
171380,1,jar Gerber Third Foods (6 oz),170
171380,1,jar Heinz Junior-3 (6 oz),170
171381,1,fl oz,31.2
171381,1,jar,127
171381,1,bottle Earth's Best (4.2 fl oz),131
171381,1,bottle Heinz Strained (4 fl oz),125
171381,1,bottle Beech-Nut Stage 2 (4 fl oz),125
171381,1,bottle Gerber Second Foods (4 fl oz),125
171382,1,fl oz,31.4
171383,1,fl oz,30.5
171384,1,scoop,8.7
171385,1,fl oz,30.5
171386,1,fl oz,31.4
171387,1,fl oz,30.5
171387,1,scoop,8.7
171388,1,bar,19
171389,1,scoop,8.7
171390,1,fl oz,30.4
171390,5,fl oz,152
171391,1,fl oz,30.4
171391,5,fl oz,152
171392,1,fl oz,30.4
171392,5,fl oz,152
171393,1,fl oz,30.4
171393,5,fl oz,152
171394,1,fl oz,30.4
171394,5,fl oz,152
171395,5,fl oz,153
171396,1,fl oz,30.4
171396,5,fl oz,153
171397,1,fl oz,30.4
171397,5,fl oz,152
171398,18,piece,7
171399,1,scoop,9.5
171400,1,tbsp,12.8
171400,1,cup,205
171401,1,tbsp,12.8
171401,1,cup,205
171402,1,tbsp,16
171402,1,cup,250
171402,1,serving (2 tbsp),30
171403,1,tbsp,14.7
171403,1,cup,235
171404,1,tablespoon,16
171404,1,cup,260
171404,1,serving (2 tbsp),30
171405,1,tablespoon,15
171405,1,cup,240
171406,1,tbsp,15
171406,1,cup,240
171407,1,tablespoon,15
171407,1,cup,240
171408,1,tablespoon,14.1
171408,1,cup,225
171409,1,tablespoon,15
171409,1,cup,245
171410,1,tbsp,13.5
171410,1,cup,216
171410,1,tsp,4.5
171411,1,tbsp,13.6
171411,1,cup,218
171411,1,tsp,4.5
171412,1,tbsp,13.6
171412,1,cup,218
171412,1,tsp,4.5
171413,1,tablespoon,13.5
171413,1,cup,216
171413,1,tsp,4.5
171414,1,cup,250
171414,1,tbsp,16
171414,1,individual packet,12.3
171415,1,cup,232
171415,1,tsp,4.8
171416,1,tablespoon,14
171416,1,cup,220
171417,1,tablespoon,16
171417,1,cup,250
171418,1,tablespoon,13.8
171418,1,cup,220
171419,1,tablespoon,14
171419,1,cup,220
171420,1,tablespoon,16
171420,1,cup,256
171421,1,tablespoon,13.6
171421,1,cup,218
171421,1,tsp,4.5
171422,1,tablespoon,13.6
171422,1,cup,218
171422,2,tbsp (1/8 cup),27
171423,1,tablespoon,13.6
171423,1,cup,218
171423,1,tsp,4.5
171424,1,tablespoon,13.6
171424,1,cup,218
171424,1,tsp,4.5
171425,1,tablespoon,13.6
171425,1,cup,218
171425,1,tsp,4.5
171426,1,tablespoon,13.6
171426,1,cup,218
171426,1,tsp,4.5
171427,1,tablespoon,13.6
171427,1,cup,218
171427,1,tsp,4.5
171428,1,tbsp,13.6
171428,1,cup,218
171428,1,tsp,4.5
171429,1,tablespoon,13.6
171429,1,cup,218
171429,1,tsp,4.5
171430,1,"spray , about 1/3 second (1 NLEA serving)",0.3
171431,1,tbsp (1 NLEA serving),14
171432,1,tablespoon (1 NLEA serving),14
171433,1,tbsp (1 NLEA serving),14
171433,1,cup,214
171434,1,tbsp,14.9
171435,1,tablespoon,14
171435,1,cup,227
171435,1,teaspoon,4
171436,1,tbsp,14
171437,1,tbsp,14
171438,1,tablespoon,14
171438,1,cup,218
171438,1,teaspoon,4.5
171439,1,tablespoon,13.6
171439,1,cup,218
171439,1,teaspoon,4.5
171440,1,tablespoon,13.6
171440,1,cup,218
171440,1,teaspoon,4.5
171441,1,tablespoon,13.6
